  (0, 98)	0.408248290463863
  (0, 96)	0.408248290463863
  (0, 79)	0.408248290463863
  (0, 69)	0.408248290463863
  (0, 31)	0.408248290463863
  (0, 24)	0.408248290463863
  (0, 143)	0.41990027355971193
  (0, 110)	0.4537851254350673
  (0, 74)	0.4537851254350673
  (0, 64)	0.4537851254350673
  (0, 63)	0.4537851254350673
  (0, 140)	0.3856878460883101
  (0, 136)	0.32290428993705184
  (0, 131)	0.3026924993150235
  (0, 130)	0.22339470777538636
  (0, 93)	0.28617826392664464
  (0, 86)	0.3856878460883101
  (0, 71)	0.34896182007790294
  (0, 65)	0.3856878460883101
  (0, 55)	0.32290428993705184
  (0, 141)	0.339317168775216
  (0, 127)	0.2521032575134027
  (0, 124)	0.4052919457688501
  (0, 103)	0.4052919457688501
  (0, 48)	0.4052919457688501
  (0, 36)	0.4052919457688501
  (0, 34)	0.4052919457688501
  (0, 132)	0.48523558242807363
  (0, 38)	0.6182824716687706
  (0, 22)	0.6182824716687706
  (0, 131)	0.34527734256067577
  (0, 119)	0.4399490402196202
  (0, 95)	0.4399490402196202
  (0, 93)	0.3264397720155707
  (0, 77)	0.4399490402196202
  (0, 26)	0.4399490402196202
  (0, 137)	0.3044264035608127
  (0, 135)	0.3044264035608127
  (0, 130)	0.17632717274427187
  (0, 122)	0.20531530946888404
  (0, 104)	0.3044264035608127
  (0, 91)	0.3044264035608127
  (0, 21)	0.3044264035608127
  (0, 17)	0.6088528071216254
  (0, 5)	0.3044264035608127
  (0, 123)	0.5
  (0, 117)	0.5
  (0, 57)	0.5
  (0, 33)	0.5
  (0, 139)	0.28845350224678756
  (0, 131)	0.2502070613678024
  (0, 130)	0.1846591292618269
  (0, 112)	0.28845350224678756
  (0, 111)	0.5769070044935751
  (0, 107)	0.28845350224678756
  (0, 85)	0.26691422374534074
  (0, 75)	0.28845350224678756
  (0, 23)	0.28845350224678756
  (0, 15)	0.28845350224678756
  (0, 132)	0.6403757229500454
  (0, 130)	0.47261345364885576
  (0, 0)	0.6054382354016862
  (0, 130)	0.2996091668440114
  (0, 81)	0.43306793720319536
  (0, 59)	0.517271046297865
  (0, 55)	0.43306793720319536
  (0, 11)	0.517271046297865
  (0, 130)	0.3171446528499442
  (0, 94)	0.5475458182254974
  (0, 83)	0.5475458182254974
  (0, 18)	0.5475458182254974
  (0, 121)	0.5917022320589874
  (0, 109)	0.5475188920510636
  (0, 47)	0.5917022320589874
  (0, 132)	0.33662866771346844
  (0, 122)	0.5785679939682298
  (0, 92)	0.4289289826335022
  (0, 89)	0.4289289826335022
  (0, 45)	0.4289289826335022
  (0, 81)	0.7071067811865475
  (0, 68)	0.7071067811865475
  (0, 122)	0.49065420925658243
  (0, 52)	0.5709554434119575
  (0, 16)	0.6582312120957595
  (0, 143)	0.2495932802462058
  (0, 134)	0.2981226872985842
  (0, 128)	0.2981226872985842
  (0, 116)	0.2981226872985842
  (0, 115)	0.2981226872985842
  (0, 113)	0.2981226872985842
  (0, 100)	0.2981226872985842
  (0, 93)	0.22120539693833158
  (0, 80)	0.2981226872985842
  (0, 62)	0.2981226872985842
  (0, 60)	0.2981226872985842
  (0, 40)	0.2981226872985842
  (0, 130)	0.256272667493978
  (0, 121)	0.40032003164029795
  (0, 109)	0.37042750274379915
  (0, 52)	0.34724105598721366
  (0, 47)	0.40032003164029795
  (0, 19)	0.4424511848169591
  (0, 7)	0.40032003164029795
  (0, 141)	0.2947409151094041
  (0, 133)	0.3185257346938777
  (0, 126)	0.3185257346938777
  (0, 120)	0.3185257346938777
  (0, 78)	0.6370514693877554
  (0, 72)	0.3185257346938777
  (0, 8)	0.3185257346938777
  (0, 138)	0.29698079899228697
  (0, 109)	0.2486372723334029
  (0, 108)	0.29698079899228697
  (0, 105)	0.29698079899228697
  (0, 97)	0.29698079899228697
  (0, 70)	0.29698079899228697
  (0, 58)	0.29698079899228697
  (0, 54)	0.29698079899228697
  (0, 49)	0.26870164874422625
  (0, 43)	0.29698079899228697
  (0, 37)	0.29698079899228697
  (0, 10)	0.26870164874422625
  (0, 130)	0.16984412155127399
  (0, 122)	0.19776644651556355
  (0, 102)	0.29323350613003885
  (0, 93)	0.43515530271702324
  (0, 73)	0.29323350613003885
  (0, 71)	0.26531118116574925
  (0, 66)	0.26531118116574925
  (0, 51)	0.29323350613003885
  (0, 50)	0.29323350613003885
  (0, 28)	0.29323350613003885
  (0, 20)	0.29323350613003885
  (0, 3)	0.29323350613003885
  (0, 122)	0.15470996543526308
  (0, 106)	0.22939253041728264
  (0, 84)	0.22939253041728264
  (0, 67)	0.4587850608345653
  (0, 56)	0.22939253041728264
  (0, 46)	0.22939253041728264
  (0, 29)	0.22939253041728264
  (0, 25)	0.22939253041728264
  (0, 12)	0.22939253041728264
  (0, 10)	0.41509856086241287
  (0, 6)	0.22939253041728264
  (0, 1)	0.41509856086241287
  (0, 125)	0.7071067811865476
  (0, 39)	0.7071067811865476
  (0, 129)	0.5773502691896257
  (0, 118)	0.5773502691896257
  (0, 35)	0.5773502691896257
  (0, 144)	0.42564543451690656
  (0, 142)	0.42564543451690656
  (0, 90)	0.42564543451690656
  (0, 82)	0.42564543451690656
  (0, 68)	0.3563574486248126
  (0, 49)	0.38511456101953506
  (0, 101)	0.26703042365391844
  (0, 88)	0.26703042365391844
  (0, 85)	0.4471246383108264
  (0, 76)	0.26703042365391844
  (0, 68)	0.2235623191554132
  (0, 61)	0.26703042365391844
  (0, 55)	0.2235623191554132
  (0, 42)	0.26703042365391844
  (0, 32)	0.26703042365391844
  (0, 13)	0.24160321254486428
  (0, 9)	0.26703042365391844
  (0, 4)	0.26703042365391844
  (0, 2)	0.26703042365391844
  (0, 41)	0.6157787332138925
  (0, 13)	0.5571429581900385
  (0, 1)	0.5571429581900385
  (0, 81)	0.6419399727786415
  (0, 14)	0.766754896527539
  (0, 127)	0.4052678791022203
  (0, 93)	0.4834286564612888
  (0, 53)	0.6515259219537128
  (0, 30)	0.4213889572620358
  (0, 0)	1.0
  (0, 136)	1.0
  (0, 44)	0.7071067811865475
  (0, 27)	0.7071067811865475
  (0, 114)	0.6409001602753245
  (0, 66)	0.5798722689505967
  (0, 52)	0.5029862187586756
  (0, 122)	0.6726142872918155
  (0, 0)	0.7399932570847678
  (0, 130)	0.539154954791463
  (0, 7)	0.842206586725499
  (0, 141)	0.2947409151094041
